4P/5P/6P,Audited SKUs,Banner,Channel,City,Cluster,Commune,Compliance,Compliance %,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Outlet classification,Product brand,Product category,Product division,Product market,Product sector,Province,Region,SKU,Sales area,Sales region,Sales route,Sales territory,Score,Store area,Store location,Subchannel,Trade Format
5P,21,Banner 197,On Premise / Impulse,City 6,SEAA,Commune 6,1,1,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 6,6/15/2015,,,LSW1111,LSW1212,MIX,Brand 12,,,Market 7,Sector 12,Province 6,Non Central,SKU 22,Area 6,Reg 6,Route 6,Territory 6,21,St Area 6,Loc 6,Non-food retail,DT
5P,21,Banner 197,On Premise / Impulse,City 6,SEAA,Commune 6,1,1,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 6,7/15/2015,,,LSW1111,LSW1212,MIX,Brand 12,,,Market 7,Sector 12,Province 6,Non Central,SKU 22,Area 6,Reg 6,Route 6,Territory 6,21,St Area 6,Loc 6,Non-food retail,DT
5P,21,Banner 197,On Premise / Impulse,City 6,SEAA,Commune 6,1,1,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 6,8/15/2015,,,LSW1111,LSW1212,MIX,Brand 12,,,Market 7,Sector 12,Province 6,Non Central,SKU 22,Area 6,Reg 6,Route 6,Territory 6,21,St Area 6,Loc 6,Non-food retail,DT
5P,21,Banner 197,On Premise / Impulse,City 6,SEAA,Commune 6,1,1,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 6,9/15/2015,,,LSW1111,LSW1212,MIX,Brand 12,,,Market 7,Sector 12,Province 6,Non Central,SKU 22,Area 6,Reg 6,Route 6,Territory 6,21,St Area 6,Loc 6,Non-food retail,DT
5P,21,Banner 197,On Premise / Impulse,City 6,SEAA,Commune 6,0,0.952381,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 6,10/15/2015,,,LSW1111,LSW1212,MIX,Brand 12,,,Market 7,Sector 12,Province 6,Non Central,SKU 22,Area 6,Reg 6,Route 6,Territory 6,20,St Area 6,Loc 6,Non-food retail,DT
5P,21,Banner 197,On Premise / Impulse,City 6,SEAA,Commune 6,1,1,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 6,11/15/2015,,,LSW1111,LSW1212,MIX,Brand 12,,,Market 7,Sector 12,Province 6,Non Central,SKU 22,Area 6,Reg 6,Route 6,Territory 6,21,St Area 6,Loc 6,Non-food retail,DT
5P,21,Banner 197,On Premise / Impulse,City 6,SEAA,Commune 6,1,1,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 6,12/15/2015,,,LSW1111,LSW1212,MIX,Brand 12,,,Market 7,Sector 12,Province 6,Non Central,SKU 22,Area 6,Reg 6,Route 6,Territory 6,21,St Area 6,Loc 6,Non-food retail,DT
5P,21,Banner 197,On Premise / Impulse,City 6,SEAA,Commune 6,0,0.952381,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 6,1/15/2016,,,LSW1111,LSW1212,MIX,Brand 12,,,Market 7,Sector 12,Province 6,Non Central,SKU 22,Area 6,Reg 6,Route 6,Territory 6,20,St Area 6,Loc 6,Non-food retail,DT
5P,21,Banner 197,On Premise / Impulse,City 6,SEAA,Commune 6,0,0.904762,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 6,2/15/2016,,,LSW1111,LSW1212,MIX,Brand 12,,,Market 7,Sector 12,Province 6,Non Central,SKU 22,Area 6,Reg 6,Route 6,Territory 6,19,St Area 6,Loc 6,Non-food retail,DT
4P,21,Banner 196,On Premise / Impulse,City 5,SEAA,Commune 5,1,1,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 5,3/15/2015,,,LSW99,LSW1010,MIX,Brand 12,,,Market 7,Sector 12,Province 5,Central,SKU 22,Area 5,Reg 5,Route 5,Territory 5,21,St Area 5,Loc 5,Non-food retail,DT
4P,21,Banner 196,On Premise / Impulse,City 5,SEAA,Commune 5,1,1,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 5,4/15/2015,,,LSW99,LSW1010,MIX,Brand 12,,,Market 7,Sector 12,Province 5,Central,SKU 22,Area 5,Reg 5,Route 5,Territory 5,21,St Area 5,Loc 5,Non-food retail,DT
4P,21,Banner 196,On Premise / Impulse,City 5,SEAA,Commune 5,1,1,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 5,5/15/2015,,,LSW99,LSW1010,MIX,Brand 12,,,Market 7,Sector 12,Province 5,Central,SKU 22,Area 5,Reg 5,Route 5,Territory 5,21,St Area 5,Loc 5,Non-food retail,DT
4P,21,Banner 196,On Premise / Impulse,City 5,SEAA,Commune 5,0,0.952381,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 5,6/15/2015,,,LSW99,LSW1010,MIX,Brand 12,,,Market 7,Sector 12,Province 5,Central,SKU 22,Area 5,Reg 5,Route 5,Territory 5,20,St Area 5,Loc 5,Non-food retail,DT
4P,21,Banner 196,On Premise / Impulse,City 5,SEAA,Commune 5,1,1,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 5,7/15/2015,,,LSW99,LSW1010,MIX,Brand 12,,,Market 7,Sector 12,Province 5,Central,SKU 22,Area 5,Reg 5,Route 5,Territory 5,21,St Area 5,Loc 5,Non-food retail,DT
4P,21,Banner 196,On Premise / Impulse,City 5,SEAA,Commune 5,1,1,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 5,8/15/2015,,,LSW99,LSW1010,MIX,Brand 12,,,Market 7,Sector 12,Province 5,Central,SKU 22,Area 5,Reg 5,Route 5,Territory 5,21,St Area 5,Loc 5,Non-food retail,DT
4P,21,Banner 196,On Premise / Impulse,City 5,SEAA,Commune 5,1,1,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 5,9/15/2015,,,LSW99,LSW1010,MIX,Brand 12,,,Market 7,Sector 12,Province 5,Central,SKU 22,Area 5,Reg 5,Route 5,Territory 5,21,St Area 5,Loc 5,Non-food retail,DT
4P,21,Banner 196,On Premise / Impulse,City 5,SEAA,Commune 5,0,0.904762,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 5,10/15/2015,,,LSW99,LSW1010,MIX,Brand 12,,,Market 7,Sector 12,Province 5,Central,SKU 22,Area 5,Reg 5,Route 5,Territory 5,19,St Area 5,Loc 5,Non-food retail,DT
4P,21,Banner 196,On Premise / Impulse,City 5,SEAA,Commune 5,0,0.904762,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 5,11/15/2015,,,LSW99,LSW1010,MIX,Brand 12,,,Market 7,Sector 12,Province 5,Central,SKU 22,Area 5,Reg 5,Route 5,Territory 5,19,St Area 5,Loc 5,Non-food retail,DT
4P,21,Banner 196,On Premise / Impulse,City 5,SEAA,Commune 5,1,1,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 5,12/15/2015,,,LSW99,LSW1010,MIX,Brand 12,,,Market 7,Sector 12,Province 5,Central,SKU 22,Area 5,Reg 5,Route 5,Territory 5,21,St Area 5,Loc 5,Non-food retail,DT
4P,21,Banner 196,On Premise / Impulse,City 5,SEAA,Commune 5,0,0.952381,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 5,1/15/2016,,,LSW99,LSW1010,MIX,Brand 12,,,Market 7,Sector 12,Province 5,Central,SKU 22,Area 5,Reg 5,Route 5,Territory 5,20,St Area 5,Loc 5,Non-food retail,DT
4P,21,Banner 196,On Premise / Impulse,City 5,SEAA,Commune 5,1,1,Outlet,Thailand,Customer 196,Regional,Key Customer,DTRT 5,2/15/2016,,,LSW99,LSW1010,MIX,Brand 12,,,Market 7,Sector 12,Province 5,Central,SKU 22,Area 5,Reg 5,Route 5,Territory 5,21,St Area 5,Loc 5,Non-food retail,DT
6P,1,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,14,Banner 28,Drug,City 1,SEAA,Commune 1,0,0.928571,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,13,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,1,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,14,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,14,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,1,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,14,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,14,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,1,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,14,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,14,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,1,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,14,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,14,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,1,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,14,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,14,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,1,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,14,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,14,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,1,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,14,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,14,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,1,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,14,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,14,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,1,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,14,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,14,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,1,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,14,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,14,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,1,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,Brand 11,Ice Cream,Beverage and Refreshments,Market 6,Sector 11,Province 1,North,SKU 21,Area 1,Reg 1,Route 1,Territory 1,1,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,Brand 9,Ice Cream,Beverage and Refreshments,Market 6,Sector 10,Province 1,North,SKU 18,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,3,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,Brand 7,Ice Cream,Beverage and Refreshments,Market 5,Sector 8,Province 1,North,SKU 15,Area 1,Reg 1,Route 1,Territory 1,3,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
6P,14,Banner 28,Drug,City 1,SEAA,Commune 1,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,Brand 1,,,Market 1,Sector 1,Province 1,North,SKU 1,Area 1,Reg 1,Route 1,Territory 1,14,St Area 1,Loc 1,Perfumeries and Premium Beauty,DT
5P,21,Banner 29,Drug,City 2,SEAA,Commune 2,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 2,3/15/2015,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,21,St Area 2,Loc 2,Perfumeries and Premium Beauty,DT
5P,21,Banner 29,Drug,City 2,SEAA,Commune 2,0,0.952381,Outlet,Indonesia,Customer 28,Others,Others,DTRT 2,4/15/2015,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,20,St Area 2,Loc 2,Perfumeries and Premium Beauty,DT
5P,21,Banner 29,Drug,City 2,SEAA,Commune 2,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 2,5/15/2015,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,21,St Area 2,Loc 2,Perfumeries and Premium Beauty,DT
5P,21,Banner 29,Drug,City 2,SEAA,Commune 2,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 2,6/15/2015,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,21,St Area 2,Loc 2,Perfumeries and Premium Beauty,DT
5P,21,Banner 29,Drug,City 2,SEAA,Commune 2,1,1,Outlet,Indonesia,Customer 28,Others,Others,DTRT 2,7/15/2015,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,21,St Area 2,Loc 2,Perfumeries and Premium Beauty,DT
5P,21,Banner 29,Drug,City 2,SEAA,Commune 2,0,0.952381,Outlet,Indonesia,Customer 28,Others,Others,DTRT 2,8/15/2015,,,LSW33,LSW44,MIX,Brand 12,,,Market 7,Sector 12,Province 2,South,SKU 22,Area 2,Reg 2,Route 2,Territory 2,20,St Area 2,Loc 2,Perfumeries and Premium Beauty,DT
