Audit_Date,Banner,Banner_ID,CTA_Audit_Date_LV,CTA_Audited,CTA_Audited_LV,CTA_Compliance,CTA_Compliance_LV,CTA_Count,CTA_Count_LV,CTA_Hurdle_Rate_Percentage,CTA_Hurdle_Rate_Percentage_LV,CTA_Percentage,CTA_Percentage_LV,Cabinet_Care_Audit_Date_LV,Cabinet_Care_Audited,Cabinet_Care_Audited_LV,Cabinet_Care_Compliance,Cabinet_Care_Compliance_LV,Cabinet_Care_Count,Cabinet_Care_Count_LV,Cabinet_Care_Hurdle_Rate_Percentage,Cabinet_Care_Hurdle_Rate_Percentage_LV,Cabinet_Care_Percentage,Cabinet_Care_Percentage_LV,Cabinet_Fill_Audit_Date_LV,Cabinet_Fill_Audited,Cabinet_Fill_Audited_LV,Cabinet_Fill_Compliance,Cabinet_Fill_Compliance_LV,Cabinet_Fill_Count,Cabinet_Fill_Count_LV,Cabinet_Fill_Hurdle_Rate_Percentage,Cabinet_Fill_Hurdle_Rate_Percentage_LV,Cabinet_Fill_Percentage,Cabinet_Fill_Percentage_LV,Cabinet_Type_Audit_Date_LV,Cabinet_Type_Audited,Cabinet_Type_Audited_LV,Cabinet_Type_Compliance,Cabinet_Type_Compliance_LV,Cabinet_Type_Count,Cabinet_Type_Count_LV,Cabinet_Type_Hurdle_Rate_Percentage,Cabinet_Type_Hurdle_Rate_Percentage_LV,Cabinet_Type_Percentage,Cabinet_Type_Percentage_LV,Category_ID,Channel,City,City_ID,Commune,Country,Customer,Customer_ID,Division_ID,Field_Execution_Manager,Field_Execution_Manager_ID,Field_Sales_Manager,Field_Sales_Manager_ID,Key_Customer_Type,Local_Channel,Local_Channel_ID,Local_Product_Category,Local_Product_Market,Local_Subchannel,Local_Subchannel_ID,Location,Location_Audit_Date_LV,Location_Audited,Location_Audited_LV,Location_Compliance,Location_Compliance_LV,Location_Count,Location_Count_LV,Location_Hurdle_Rate_Percentage,Location_Hurdle_Rate_Percentage_LV,Location_Percentage,Location_Percentage_LV,Market_ID,NPD_Audit_Date_LV,NPD_Audited,NPD_Audited_LV,NPD_Count,NPD_Count_LV,NPD_Hurdle_Rate_Percentage,NPD_Hurdle_Rate_Percentage_LV,NPD_Percentage,NPD_Percentage_LV,OSA_Audit_Date_LV,OSA_Audited,OSA_Audited_LV,OSA_Count,OSA_Count_LV,OSA_Hurdle_Rate_Percentage,OSA_Hurdle_Rate_Percentage_LV,OSA_Percentage,OSA_Percentage_LV,Outlet_Classification,Outlet_ID,Outlet_Name,POS_Kits_Audit_Date_LV,POS_Kits_Audited,POS_Kits_Audited_LV,POS_Kits_Compliance,POS_Kits_Compliance_LV,POS_Kits_Count,POS_Kits_Count_LV,POS_Kits_Hurdle_Rate_Percentage,POS_Kits_Hurdle_Rate_Percentage_LV,POS_Kits_Percentage,POS_Kits_Percentage_LV,PSP_Audit_Date_LV,PSP_Audited,PSP_Audited_LV,PSP_Compliance,PSP_Compliance_LV,PSP_Count,PSP_Count_LV,PSP_Hurdle_Rate_Percentage,PSP_Hurdle_Rate_Percentage_LV,PSP_Percentage,PSP_Percentage_LV,PS_Category,PS_Compliance,PS_Compliance_Audit_Date_LV,PS_Compliance_LV,PS_Compliance_Target,PS_Standard,Pack_Audit_Date_LV,Pack_Compliance,Pack_Compliance_LV,Place_Audit_Date_LV,Place_Compliance,Place_Compliance_LV,Planogram_Audit_Date_LV,Planogram_Audited,Planogram_Audited_LV,Planogram_Compliance,Planogram_Compliance_LV,Planogram_Count,Planogram_Count_LV,Planogram_Hurdle_Rate_Percentage,Planogram_Hurdle_Rate_Percentage_LV,Planogram_Percentage,Planogram_Percentage_LV,Price_Audit_Date_LV,Price_Compliance,Price_Compliance_LV,Price_Visibility_Audit_Date_LV,Price_Visibility_Audited,Price_Visibility_Audited_LV,Price_Visibility_Compliance,Price_Visibility_Compliance_LV,Price_Visibility_Count,Price_Visibility_Count_LV,Price_Visibility_Hurdle_Rate_Percentage,Price_Visibility_Hurdle_Rate_Percentage_LV,Price_Visibility_Percentage,Price_Visibility_Percentage_LV,Priority_Promo_Audit_Date_LV,Priority_Promo_Audited,Priority_Promo_Audited_LV,Priority_Promo_Compliance,Priority_Promo_Compliance_LV,Priority_Promo_Count,Priority_Promo_Count_LV,Priority_Promo_Hurdle_Rate_Percentage,Priority_Promo_Hurdle_Rate_Percentage_LV,Priority_Promo_Percentage,Priority_Promo_Percentage_LV,Product_Category,Product_Compliance,Product_Compliance_Audit_Date_LV,Product_Compliance_LV,Product_Division,Product_Market,Promo_Audit_Date_LV,Promo_Compliance,Promo_Compliance_LV,Proposition_Audit_Date_LV,Propostion_Compliance,Propostion_Compliance_LV,Province,Record_Id,Region,Rural_Urban,SOF_Audit_Date_LV,SOF_Audited,SOF_Audited_LV,SOF_Compliance,SOF_Compliance_LV,SOF_Count,SOF_Count_LV,SOF_Hurdle_Rate_Percentage,SOF_Hurdle_Rate_Percentage_LV,SOF_Percentage,SOF_Percentage_LV,SOS_Audit_Date_LV,SOS_Audited,SOS_Audited_LV,SOS_Compliance,SOS_Compliance_LV,SOS_Count,SOS_Count_LV,SOS_Hurdle_Rate_Percentage,SOS_Hurdle_Rate_Percentage_LV,SOS_Percentage,SOS_Percentage_LV,Sales_Org,Sales_Region,Sales_Route,Sales_Territory,Sales_area,Secondary_Placement_Audit_Date_LV,Secondary_Placement_Audited,Secondary_Placement_Audited_LV,Secondary_Placement_Compliance,Secondary_Placement_Compliance_LV,Secondary_Placement_Count,Secondary_Placement_Count_LV,Secondary_Placement_Hurdle_Rate_Percentage,Secondary_Placement_Hurdle_Rate_Percentage_LV,Secondary_Placement_Percentage,Secondary_Placement_Percentage_LV,Share_of_Cabinet_Audit_Date_LV,Share_of_Cabinet_Audited,Share_of_Cabinet_Audited_LV,Share_of_Cabinet_Compliance,Share_of_Cabinet_Compliance_LV,Share_of_Cabinet_Count,Share_of_Cabinet_Count_LV,Share_of_Cabinet_Hurdle_Rate_Percentage,Share_of_Cabinet_Hurdle_Rate_Percentage_LV,Share_of_Cabinet_Percentage,Share_of_Cabinet_Percentage_LV,Store_Operations_Manager,Store_Operations_Manager_ID,Strategic_Price_Audit_Date_LV,Strategic_Price_Audited,Strategic_Price_Audited_LV,Strategic_Price_Compliance,Strategic_Price_Compliance_LV,Strategic_Price_Count,Strategic_Price_Count_LV,Strategic_Price_Hurdle_Rate_Percentage,Strategic_Price_Hurdle_Rate_Percentage_LV,Strategic_Price_Percentage,Strategic_Price_Percentage_LV,Subchannel,Top_Customer,Trade_Format
2016-05-06,Banner 1,1,2016-05-06,1,1,1,1,1,23,0.546,0.546,0.546,0.546,2016-05-06,1,1,1,1,1,34,0.546,0.546,0.546,0.546,2016-05-06,1,1,1,1,1,47,0.546,0.546,0.546,0.546,2016-05-06,1,1,1,1,1,17,0.546,0.546,0.546,0.546,32,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 8,8,Manager 8,8,Others,Channel 1,1,Route 1,Market 5,Local Subchannel 41,1,Street,2016-05-06,1,1,1,1,1,31,0.546,0.546,0.546,0.546,32,2016-05-06,0,1,0,1,0.226,0.546,0.226,0.546,2016-05-06,0,1,20,1,0.161,0.546,0.161,0.546,MIX,48,Outlet 48,2016-05-06,1,1,1,1,1,32,0.546,0.546,0.546,0.546,2016-05-06,1,1,1,1,1,19,0.546,0.546,0.546,0.546,HPC&F,0,2016-05-06,1,0,6P,2016-05-06,1,1,2016-05-06,1,1,2016-05-06,1,1,1,1,1,24,0.546,0.546,0.546,0.546,2016-05-06,0,1,2016-05-06,8,1,1,1,84,1,0.546,0.546,0.546,0.546,2016-05-06,8,1,1,1,8,9,0.546,0.546,0.546,0.546,Skin Care,0,2016-05-06,1,Skin Care,Market 5,2016-05-06,0,1,2016-05-06,1,1,Province 1,HPC&F2016-05-0648,North,Urban,2016-05-06,8,1,1,1,8,18,0.546,0.546,0.546,0.546,2016-05-06,8,1,1,1,8,4,0.546,0.546,0.546,0.546,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-05-06,1,1,1,1,1,45,0.546,0.546,0.546,0.546,2016-05-06,1,1,1,1,1,43,0.546,0.546,0.546,0.546,Manager 8,8,2016-05-06,8,1,8,1,8,1,0.021,0.546,0.021,0.546,Hypermarket,YES,MT
2016-04-06,Banner 1,1,2016-04-06,1,1,1,1,1,9,0.473,0.473,0.473,0.473,2016-04-06,1,1,1,1,1,24,0.473,0.473,0.473,0.473,2016-04-06,1,1,1,1,1,5,0.473,0.473,0.473,0.473,2016-04-06,1,1,1,1,1,20,0.473,0.473,0.473,0.473,21,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 1,1,Manager 1,1,Regional,Channel 1,1,Route 1,Market 5,Local Subchannel 56,1,Street,2016-04-06,1,1,1,1,1,29,0.473,0.473,0.473,0.473,21,2016-04-06,0,1,0,1,0.614,0.473,0.614,0.473,2016-04-06,1,1,27,1,0.909,0.473,0.909,0.473,MIX,49,Outlet 49,2016-04-06,1,1,1,1,1,26,0.473,0.473,0.473,0.473,2016-04-06,1,1,1,1,1,37,0.473,0.473,0.473,0.473,HPC&F,1,2016-04-06,1,0,6P,2016-04-06,0,1,2016-04-06,1,1,2016-04-06,1,1,1,1,1,46,0.473,0.473,0.473,0.473,2016-04-06,1,1,2016-04-06,1,1,1,1,97,1,0.473,0.473,0.473,0.473,2016-04-06,1,1,1,1,1,28,0.473,0.473,0.473,0.473,Hair,1,2016-04-06,1,Hair,Market 5,2016-04-06,0,1,2016-04-06,1,1,Province 1,HPC&F2016-04-0649,North,Urban,2016-04-06,1,1,1,1,1,47,0.473,0.473,0.473,0.473,2016-04-06,1,1,1,1,1,6,0.473,0.473,0.473,0.473,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-04-06,1,1,1,1,1,27,0.473,0.473,0.473,0.473,2016-04-06,1,1,1,1,1,13,0.473,0.473,0.473,0.473,Manager 1,1,2016-04-06,1,1,1,1,1,1,0.921,0.473,0.921,0.473,Hypermarket,YES,MT
2016-03-06,Banner 1,1,2016-03-06,1,1,1,1,1,9,0.428,0.428,0.428,0.428,2016-03-06,1,1,1,1,1,8,0.428,0.428,0.428,0.428,2016-03-06,1,1,1,1,1,31,0.428,0.428,0.428,0.428,2016-03-06,1,1,1,1,1,31,0.428,0.428,0.428,0.428,22,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 1,1,Manager 1,1,Global,Channel 1,1,Route 1,Market 5,Local Subchannel 52,1,Market,2016-03-06,1,1,1,1,1,8,0.428,0.428,0.428,0.428,22,2016-03-06,1,1,1,1,0.168,0.428,0.168,0.428,2016-03-06,1,1,42,1,0.94,0.428,0.94,0.428,MIX,50,Outlet 50,2016-03-06,1,1,1,1,1,1,0.428,0.428,0.428,0.428,2016-03-06,1,1,1,1,1,41,0.428,0.428,0.428,0.428,HPC&F,1,2016-03-06,1,0.623,6P,2016-03-06,1,1,2016-03-06,1,1,2016-03-06,1,1,1,1,1,49,0.428,0.428,0.428,0.428,2016-03-06,0,1,2016-03-06,1,1,1,1,40,1,0.428,0.428,0.428,0.428,2016-03-06,1,1,1,1,1,13,0.428,0.428,0.428,0.428,Ice Cream,1,2016-03-06,1,Ice Cream,Market 5,2016-03-06,1,1,2016-03-06,1,1,Province 1,HPC&F2016-03-0650,North,Urban,2016-03-06,1,1,1,1,1,20,0.428,0.428,0.428,0.428,2016-03-06,1,1,1,1,1,38,0.428,0.428,0.428,0.428,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-03-06,1,1,1,1,1,30,0.428,0.428,0.428,0.428,2016-03-06,1,1,1,1,1,40,0.428,0.428,0.428,0.428,Manager 1,1,2016-03-06,1,1,1,1,1,1,0.381,0.428,0.381,0.428,Hypermarket,YES,MT
2016-12-06,Banner 1,1,2016-12-06,1,1,1,1,1,37,0.414,0.414,0.414,0.414,2016-12-06,1,1,1,1,1,4,0.414,0.414,0.414,0.414,2016-12-06,1,1,1,1,1,25,0.414,0.414,0.414,0.414,2016-12-06,1,1,1,1,1,32,0.414,0.414,0.414,0.414,41,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 1,1,Manager 1,1,Local,Channel 1,1,Route 1,Market 6,Local Subchannel 55,1,Street,2016-12-06,1,1,1,1,1,24,0.414,0.414,0.414,0.414,41,2016-12-06,1,1,1,1,0.777,0.414,0.777,0.414,2016-12-06,1,1,24,1,0.072,0.414,0.072,0.414,MIX,51,Outlet 51,2016-12-06,1,1,1,1,1,45,0.414,0.414,0.414,0.414,2016-12-06,1,1,1,1,1,3,0.414,0.414,0.414,0.414,HPC&F,1,2016-12-06,1,0.68,6P,2016-12-06,1,1,2016-12-06,1,1,2016-12-06,1,1,1,1,1,35,0.414,0.414,0.414,0.414,2016-12-06,1,1,2016-12-06,1,1,1,1,72,1,0.414,0.414,0.414,0.414,2016-12-06,1,1,1,1,1,8,0.414,0.414,0.414,0.414,Ice Cream,1,2016-12-06,1,Ice Cream,Market 6,2016-12-06,0,1,2016-12-06,1,1,Province 1,HPC&F2016-12-0651,North,Urban,2016-12-06,1,1,1,1,1,31,0.414,0.414,0.414,0.414,2016-12-06,1,1,1,1,1,10,0.414,0.414,0.414,0.414,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-12-06,1,1,1,1,1,45,0.414,0.414,0.414,0.414,2016-12-06,1,1,1,1,1,2,0.414,0.414,0.414,0.414,Manager 1,1,2016-12-06,1,1,1,1,1,1,0.975,0.414,0.975,0.414,Hypermarket,YES,MT
2016-11-06,Banner 1,1,2016-11-06,0,0,0,0,0,42,0.524,0.524,0.524,0.524,2016-11-06,0,0,0,0,0,38,0.524,0.524,0.524,0.524,2016-11-06,0,0,0,0,0,15,0.524,0.524,0.524,0.524,2016-11-06,0,0,0,0,0,37,0.524,0.524,0.524,0.524,16,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 2,2,Manager 2,2,Others,Channel 1,1,Route 1,Market 6,Local Subchannel 26,1,Street,2016-11-06,0,0,0,0,0,27,0.524,0.524,0.524,0.524,16,2016-11-06,1,0,1,0,0.305,0.524,0.305,0.524,2016-11-06,1,0,15,0,0.433,0.524,0.433,0.524,MIX,52,Outlet 52,2016-11-06,0,0,0,0,0,1,0.524,0.524,0.524,0.524,2016-11-06,0,0,0,0,0,42,0.524,0.524,0.524,0.524,IC,1,2016-11-06,0,0.61,6P,2016-11-06,0,0,2016-11-06,0,0,2016-11-06,0,0,0,0,0,42,0.524,0.524,0.524,0.524,2016-11-06,1,0,2016-11-06,2,0,0,0,61,0,0.524,0.524,0.524,0.524,2016-11-06,2,0,0,0,2,45,0.524,0.524,0.524,0.524,Ice Cream,1,2016-11-06,0,Ice Cream,Market 6,2016-11-06,0,0,2016-11-06,0,0,Province 1,IC2016-11-0652,North,Urban,2016-11-06,2,0,0,0,2,43,0.524,0.524,0.524,0.524,2016-11-06,2,0,0,0,2,13,0.524,0.524,0.524,0.524,IC,Reg 1,Route 1,Territory 1,Area 1,2016-11-06,0,0,0,0,0,50,0.524,0.524,0.524,0.524,2016-11-06,0,0,0,0,0,46,0.524,0.524,0.524,0.524,Manager 2,2,2016-11-06,2,0,2,0,2,0,0.236,0.524,0.236,0.524,Hypermarket,YES,MT
2016-10-06,Banner 1,1,2016-10-06,1,1,1,1,1,22,0.949,0.949,0.949,0.949,2016-10-06,1,1,1,1,1,8,0.949,0.949,0.949,0.949,2016-10-06,1,1,1,1,1,47,0.949,0.949,0.949,0.949,2016-10-06,1,1,1,1,1,6,0.949,0.949,0.949,0.949,3,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 2,2,Manager 2,2,Regional,Channel 1,1,Route 1,Market 6,Local Subchannel 43,1,Street,2016-10-06,1,1,1,1,1,4,0.949,0.949,0.949,0.949,3,2016-10-06,0,1,0,1,0.168,0.949,0.168,0.949,2016-10-06,1,1,36,1,0.24,0.949,0.24,0.949,MIX,53,Outlet 53,2016-10-06,1,1,1,1,1,22,0.949,0.949,0.949,0.949,2016-10-06,1,1,1,1,1,3,0.949,0.949,0.949,0.949,HPC&F,1,2016-10-06,1,0,6P,2016-10-06,0,1,2016-10-06,1,1,2016-10-06,1,1,1,1,1,27,0.949,0.949,0.949,0.949,2016-10-06,0,1,2016-10-06,2,1,1,1,31,1,0.949,0.949,0.949,0.949,2016-10-06,2,1,1,1,2,36,0.949,0.949,0.949,0.949,Skin Care,1,2016-10-06,1,Skin Care,Market 6,2016-10-06,1,1,2016-10-06,1,1,Province 1,HPC&F2016-10-0653,North,Urban,2016-10-06,2,1,1,1,2,17,0.949,0.949,0.949,0.949,2016-10-06,2,1,1,1,2,47,0.949,0.949,0.949,0.949,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-10-06,1,1,1,1,1,0,0.949,0.949,0.949,0.949,2016-10-06,1,1,1,1,1,46,0.949,0.949,0.949,0.949,Manager 2,2,2016-10-06,2,1,2,1,2,1,0.049,0.949,0.049,0.949,Hypermarket,YES,MT
2016-09-06,Banner 1,1,2016-09-06,0,0,0,0,0,6,0.456,0.456,0.456,0.456,2016-09-06,0,0,0,0,0,21,0.456,0.456,0.456,0.456,2016-09-06,0,0,0,0,0,44,0.456,0.456,0.456,0.456,2016-09-06,0,0,0,0,0,17,0.456,0.456,0.456,0.456,14,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 2,2,Manager 2,2,Global,Channel 1,1,Route 1,Market 6,Local Subchannel 9,1,Market,2016-09-06,0,0,0,0,0,10,0.456,0.456,0.456,0.456,14,2016-09-06,1,0,0,0,0.47,0.456,0.47,0.456,2016-09-06,1,0,47,0,0.161,0.456,0.161,0.456,MIX,54,Outlet 54,2016-09-06,0,0,0,0,0,20,0.456,0.456,0.456,0.456,2016-09-06,0,0,0,0,0,41,0.456,0.456,0.456,0.456,IC,1,2016-09-06,0,0,6P,2016-09-06,0,0,2016-09-06,0,0,2016-09-06,0,0,0,0,0,20,0.456,0.456,0.456,0.456,2016-09-06,0,0,2016-09-06,2,0,0,0,17,0,0.456,0.456,0.456,0.456,2016-09-06,2,0,0,0,2,31,0.456,0.456,0.456,0.456,Hair,1,2016-09-06,0,Hair,Market 6,2016-09-06,0,0,2016-09-06,0,0,Province 1,IC2016-09-0654,North,Urban,2016-09-06,2,0,0,0,2,15,0.456,0.456,0.456,0.456,2016-09-06,2,0,0,0,2,3,0.456,0.456,0.456,0.456,IC,Reg 1,Route 1,Territory 1,Area 1,2016-09-06,0,0,0,0,0,50,0.456,0.456,0.456,0.456,2016-09-06,0,0,0,0,0,23,0.456,0.456,0.456,0.456,Manager 2,2,2016-09-06,2,0,2,0,2,0,0.344,0.456,0.344,0.456,Hypermarket,YES,MT
2016-08-06,Banner 1,1,2016-08-06,0,0,0,0,0,46,0.383,0.383,0.383,0.383,2016-08-06,0,0,0,0,0,44,0.383,0.383,0.383,0.383,2016-08-06,0,0,0,0,0,41,0.383,0.383,0.383,0.383,2016-08-06,0,0,0,0,0,24,0.383,0.383,0.383,0.383,59,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 3,3,Manager 3,3,Local,Channel 1,1,Route 1,Market 6,Local Subchannel 32,1,Street,2016-08-06,0,0,0,0,0,47,0.383,0.383,0.383,0.383,59,2016-08-06,1,0,1,0,0.513,0.383,0.513,0.383,2016-08-06,1,0,32,0,0.611,0.383,0.611,0.383,MIX,55,Outlet 55,2016-08-06,0,0,0,0,0,23,0.383,0.383,0.383,0.383,2016-08-06,0,0,0,0,0,5,0.383,0.383,0.383,0.383,HPC&F,1,2016-08-06,0,0.857,6P,2016-08-06,0,0,2016-08-06,0,0,2016-08-06,0,0,0,0,0,0,0.383,0.383,0.383,0.383,2016-08-06,1,0,2016-08-06,3,0,0,0,65,0,0.383,0.383,0.383,0.383,2016-08-06,3,0,0,0,3,41,0.383,0.383,0.383,0.383,Ice Cream,1,2016-08-06,0,Ice Cream,Market 6,2016-08-06,1,0,2016-08-06,0,0,Province 1,HPC&F2016-08-0655,North,Urban,2016-08-06,3,0,0,0,3,48,0.383,0.383,0.383,0.383,2016-08-06,3,0,0,0,3,4,0.383,0.383,0.383,0.383,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-08-06,0,0,0,0,0,28,0.383,0.383,0.383,0.383,2016-08-06,0,0,0,0,0,23,0.383,0.383,0.383,0.383,Manager 3,3,2016-08-06,3,0,3,0,3,0,0.273,0.383,0.273,0.383,Hypermarket,YES,MT
2016-07-06,Banner 1,1,2016-07-06,0,0,0,0,0,21,0.849,0.849,0.849,0.849,2016-07-06,0,0,0,0,0,22,0.849,0.849,0.849,0.849,2016-07-06,0,0,0,0,0,18,0.849,0.849,0.849,0.849,2016-07-06,0,0,0,0,0,28,0.849,0.849,0.849,0.849,60,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 3,3,Manager 3,3,Others,Channel 1,1,Route 1,Market 6,Local Subchannel 47,1,Street,2016-07-06,0,0,0,0,0,3,0.849,0.849,0.849,0.849,60,2016-07-06,1,0,1,0,0.78,0.849,0.78,0.849,2016-07-06,1,0,29,0,0.398,0.849,0.398,0.849,MIX,56,Outlet 56,2016-07-06,0,0,0,0,0,41,0.849,0.849,0.849,0.849,2016-07-06,0,0,0,0,0,37,0.849,0.849,0.849,0.849,HPC&F,1,2016-07-06,0,0.617,6P,2016-07-06,0,0,2016-07-06,0,0,2016-07-06,0,0,0,0,0,38,0.849,0.849,0.849,0.849,2016-07-06,1,0,2016-07-06,3,0,0,0,92,0,0.849,0.849,0.849,0.849,2016-07-06,3,0,0,0,3,43,0.849,0.849,0.849,0.849,Ice Cream,1,2016-07-06,0,Ice Cream,Market 6,2016-07-06,0,0,2016-07-06,0,0,Province 1,HPC&F2016-07-0656,North,Urban,2016-07-06,3,0,0,0,3,49,0.849,0.849,0.849,0.849,2016-07-06,3,0,0,0,3,26,0.849,0.849,0.849,0.849,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-07-06,0,0,0,0,0,15,0.849,0.849,0.849,0.849,2016-07-06,0,0,0,0,0,49,0.849,0.849,0.849,0.849,Manager 3,3,2016-07-06,3,0,3,0,3,0,0.192,0.849,0.192,0.849,Hypermarket,YES,MT
2016-06-06,Banner 1,1,2016-06-06,0,0,0,0,0,23,0.03,0.03,0.03,0.03,2016-06-06,0,0,0,0,0,30,0.03,0.03,0.03,0.03,2016-06-06,0,0,0,0,0,11,0.03,0.03,0.03,0.03,2016-06-06,0,0,0,0,0,47,0.03,0.03,0.03,0.03,1,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,1,Manager 3,3,Manager 3,3,Regional,Channel 1,1,Route 1,Market 6,Local Subchannel 23,1,Market,2016-06-06,0,0,0,0,0,46,0.03,0.03,0.03,0.03,1,2016-06-06,1,0,1,0,0.455,0.03,0.455,0.03,2016-06-06,1,0,3,0,0.094,0.03,0.094,0.03,MIX,57,Outlet 57,2016-06-06,0,0,0,0,0,12,0.03,0.03,0.03,0.03,2016-06-06,0,0,0,0,0,33,0.03,0.03,0.03,0.03,HPC&F,1,2016-06-06,0,0.793,6P,2016-06-06,1,0,2016-06-06,0,0,2016-06-06,0,0,0,0,0,38,0.03,0.03,0.03,0.03,2016-06-06,0,0,2016-06-06,3,0,0,0,59,0,0.03,0.03,0.03,0.03,2016-06-06,3,0,0,0,3,35,0.03,0.03,0.03,0.03,Ice Cream,1,2016-06-06,0,Ice Cream,Market 6,2016-06-06,0,0,2016-06-06,0,0,Province 1,HPC&F2016-06-0657,North,Urban,2016-06-06,3,0,0,0,3,25,0.03,0.03,0.03,0.03,2016-06-06,3,0,0,0,3,44,0.03,0.03,0.03,0.03,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-06-06,0,0,0,0,0,45,0.03,0.03,0.03,0.03,2016-06-06,0,0,0,0,0,35,0.03,0.03,0.03,0.03,Manager 3,3,2016-06-06,3,0,3,0,3,0,0.957,0.03,0.957,0.03,Hypermarket,YES,MT
2016-05-06,Banner 1,1,2016-05-06,0,0,0,0,0,2,0.154,0.154,0.154,0.154,2016-05-06,0,0,0,0,0,48,0.154,0.154,0.154,0.154,2016-05-06,0,0,0,0,0,22,0.154,0.154,0.154,0.154,2016-05-06,0,0,0,0,0,15,0.154,0.154,0.154,0.154,25,Channel 1,City 1,1,Commune 1,Indonesia,Customer 1,1,0,Manager 4,4,Manager 4,4,Global,Channel 1,1,Route 1,Market 6,Local Subchannel 34,1,Street,2016-05-06,0,0,0,0,0,16,0.154,0.154,0.154,0.154,25,2016-05-06,0,0,0,0,0.088,0.154,0.088,0.154,2016-05-06,1,0,11,0,0.409,0.154,0.409,0.154,MIX,58,Outlet 58,2016-05-06,0,0,0,0,0,19,0.154,0.154,0.154,0.154,2016-05-06,0,0,0,0,0,30,0.154,0.154,0.154,0.154,HPC&F,1,2016-05-06,0,0,6P,2016-05-06,0,0,2016-05-06,0,0,2016-05-06,0,0,0,0,0,9,0.154,0.154,0.154,0.154,2016-05-06,0,0,2016-05-06,4,0,0,0,6,0,0.154,0.154,0.154,0.154,2016-05-06,4,0,0,0,4,17,0.154,0.154,0.154,0.154,Skin Care,1,2016-05-06,0,Skin Care,Market 6,2016-05-06,1,0,2016-05-06,0,0,Province 1,HPC&F2016-05-0658,North,Urban,2016-05-06,4,0,0,0,4,46,0.154,0.154,0.154,0.154,2016-05-06,4,0,0,0,4,48,0.154,0.154,0.154,0.154,HPC&F,Reg 1,Route 1,Territory 1,Area 1,2016-05-06,0,0,0,0,0,24,0.154,0.154,0.154,0.154,2016-05-06,0,0,0,0,0,31,0.154,0.154,0.154,0.154,Manager 4,4,2016-05-06,4,0,4,0,4,0,0.805,0.154,0.805,0.154,Hypermarket,YES,MT
2016-04-06,Banner 10,10,2016-04-06,1,1,1,1,1,30,0.562,0.562,0.562,0.562,2016-04-06,1,1,1,1,1,9,0.562,0.562,0.562,0.562,2016-04-06,1,1,1,1,1,21,0.562,0.562,0.562,0.562,2016-04-06,1,1,1,1,1,34,0.562,0.562,0.562,0.562,54,Channel 10,City 1,1,Commune 1,Indonesia,Customer 10,10,1,Manager 4,4,Manager 4,4,Local,Channel 10,10,Route 1,Market 6,Local Subchannel 57,10,Street,2016-04-06,1,1,1,1,1,10,0.562,0.562,0.562,0.562,54,2016-04-06,0,1,0,1,0.07,0.562,0.07,0.562,2016-04-06,1,1,18,1,0.926,0.562,0.926,0.562,MIX,59,Outlet 59,2016-04-06,1,1,1,1,1,27,0.562,0.562,0.562,0.562,2016-04-06,1,1,1,1,1,40,0.562,0.562,0.562,0.562,IC,1,2016-04-06,1,0,6P,2016-04-06,1,1,2016-04-06,1,1,2016-04-06,1,1,1,1,1,12,0.562,0.562,0.562,0.562,2016-04-06,0,1,2016-04-06,4,1,1,1,15,1,0.562,0.562,0.562,0.562,2016-04-06,4,1,1,1,4,45,0.562,0.562,0.562,0.562,Hair,1,2016-04-06,1,Hair,Market 6,2016-04-06,1,1,2016-04-06,1,1,Province 1,IC2016-04-0659,North,Urban,2016-04-06,4,1,1,1,4,48,0.562,0.562,0.562,0.562,2016-04-06,4,1,1,1,4,40,0.562,0.562,0.562,0.562,IC,Reg 1,Route 1,Territory 1,Area 1,2016-04-06,1,1,1,1,1,38,0.562,0.562,0.562,0.562,2016-04-06,1,1,1,1,1,47,0.562,0.562,0.562,0.562,Manager 4,4,2016-04-06,4,1,4,1,4,1,0.48,0.562,0.48,0.562,Discounters,YES,MT
