4P/5P/6P,Banner,COTC,Cabinet,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,OOS,OSA,Outlet classification,Product brand,Product category,Product division,Product market,Product sector,Province,Region,SKU,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Trade Format,VOID
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-04-15,Customer 169,Outlet 169,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 19,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-04-15,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 20,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 10169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-04-15,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 21,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-05-15,Customer 169,Outlet 169,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 15,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-05-15,Customer 169,Outlet 169,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 16,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-05-15,Customer 169,Outlet 169,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 5,Central,SKU 17,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-05-15,Customer 169,Outlet 169,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 19,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-05-15,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 20,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 10169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-05-15,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 21,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-06-15,Customer 169,Outlet 169,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 15,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-06-15,Customer 169,Outlet 169,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 16,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-06-15,Customer 169,Outlet 169,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 5,Central,SKU 17,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-06-15,Customer 169,Outlet 169,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 19,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-06-15,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 20,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 10169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-06-15,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 21,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-07-15,Customer 169,Outlet 169,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 15,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-07-15,Customer 169,Outlet 169,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 16,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-07-15,Customer 169,Outlet 169,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 5,Central,SKU 17,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-07-15,Customer 169,Outlet 169,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 19,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-07-15,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 20,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 10169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-07-15,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 21,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-08-15,Customer 169,Outlet 169,1,0,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 15,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-08-15,Customer 169,Outlet 169,1,0,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 16,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-08-15,Customer 169,Outlet 169,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 5,Central,SKU 17,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-08-15,Customer 169,Outlet 169,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 19,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-08-15,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 20,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 10169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-08-15,Customer 169,Outlet 169,1,0,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 21,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-09-15,Customer 169,Outlet 169,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 15,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-09-15,Customer 169,Outlet 169,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 16,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-09-15,Customer 169,Outlet 169,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 5,Central,SKU 17,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-09-15,Customer 169,Outlet 169,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 19,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-09-15,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 20,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 10169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-09-15,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 21,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-10-15,Customer 169,Outlet 169,1,0,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 15,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-10-15,Customer 169,Outlet 169,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 16,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-10-15,Customer 169,Outlet 169,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 5,Central,SKU 17,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-10-15,Customer 169,Outlet 169,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 19,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-10-15,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 20,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 10169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-10-15,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 21,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-11-15,Customer 169,Outlet 169,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 15,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-11-15,Customer 169,Outlet 169,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 16,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-11-15,Customer 169,Outlet 169,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 5,Central,SKU 17,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-11-15,Customer 169,Outlet 169,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 19,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-11-15,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 20,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 10169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-11-15,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 21,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-12-15,Customer 169,Outlet 169,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 15,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-12-15,Customer 169,Outlet 169,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 16,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-12-15,Customer 169,Outlet 169,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 5,Central,SKU 17,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-12-15,Customer 169,Outlet 169,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 19,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-12-15,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 20,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 10169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-12-15,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 21,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-01-16,Customer 169,Outlet 169,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 15,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-01-16,Customer 169,Outlet 169,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 16,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-01-16,Customer 169,Outlet 169,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 5,Central,SKU 17,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-01-16,Customer 169,Outlet 169,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 19,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-01-16,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 20,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 10169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-01-16,Customer 169,Outlet 169,1,0,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 21,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-02-16,Customer 169,Outlet 169,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 15,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-02-16,Customer 169,Outlet 169,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 16,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,1,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-02-16,Customer 169,Outlet 169,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 5,Central,SKU 17,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-02-16,Customer 169,Outlet 169,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 19,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 1169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-02-16,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 20,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 169,0,Cabinet 10169,Small / Open Markets,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 169,Global,Key Customer,DTRT 5,15-02-16,Customer 169,Outlet 169,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 21,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Market Stalls,DT,0
6P,Banner 172,0,Cabinet 172,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,15-03-15,Customer 172,Outlet 172,0,1,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 15,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,1,Cabinet 172,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,15-03-15,Customer 172,Outlet 172,1,0,MIX,Brand 7,Ice Cream,Beverages & Refreshments,Market 5,Sector 8,Province 5,Central,SKU 16,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,1,Cabinet 1172,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,15-03-15,Customer 172,Outlet 172,0,1,MIX,Brand 8,Ice Cream,Beverages & Refreshments,Market 5,Sector 9,Province 5,Central,SKU 17,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,0,Cabinet 1172,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,15-03-15,Customer 172,Outlet 172,0,1,MIX,Brand 10,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 19,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,0,Cabinet 1172,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,15-03-15,Customer 172,Outlet 172,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 20,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,0,Cabinet 10172,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,15-03-15,Customer 172,Outlet 172,0,1,MIX,Brand 11,Ice Cream,Beverages & Refreshments,Market 6,Sector 11,Province 5,Central,SKU 21,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
