4P/5P/6P,Banner,COTC Audited,COTC Compliance,COTC OOS,COTC OSA,COTC Void,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,NPD Audited,NPD Compliance,NPD Count,OOS Count,OSA Audited,OSA Compliance,OSA Count,Outlet classification,PS Compliance,PV Audited,PV Compliance,PV Count,Pack Compliance,Price Compliance,Priority Promo Audited,Priority Promo Compliance,Priority Promo Count,Product Compliance,Product category,Product division,Promo Compliance,Province,Region,SOF Audited,SOF Compliance,SOF Count,SP Audited,SP Compliance,SP Count,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Trade Format,Void Count
6P,Banner 172,1,1,0,1,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,8/15/2015,,,LSW99,LSW1010,3,1,3,1,3,0,2,MIX,0,1,1,1,1,1,3,1,3,0,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,0,0,0,0,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,8/15/2015,,,LSW99,LSW1010,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,2,1,0,2,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,8/15/2015,,,LSW99,LSW1010,14,1,14,1,14,1,13,MIX,1,0,0,0,1,1,14,1,14,1,,,1,Province 5,Central,2,1,2,14,1,14,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,0,0,0,0,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,9/15/2015,,,LSW99,LSW1010,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,1,1,0,1,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,9/15/2015,,,LSW99,LSW1010,3,1,3,0,3,1,3,MIX,0,1,1,1,1,0,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,0,2,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,0,0,0,0,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,9/15/2015,,,LSW99,LSW1010,3,0,2,0,3,1,3,MIX,0,1,0,0,0,0,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,2,1,0,2,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,9/15/2015,,,LSW99,LSW1010,14,1,14,0,14,1,14,MIX,1,0,0,0,1,1,14,1,14,1,,,1,Province 5,Central,2,1,2,14,1,14,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,0,0,0,0,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,10/15/2015,,,LSW99,LSW1010,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,1,1,0,1,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,10/15/2015,,,LSW99,LSW1010,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,0,0,0,0,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,10/15/2015,,,LSW99,LSW1010,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,2,0,1,1,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,10/15/2015,,,LSW99,LSW1010,14,1,14,1,14,1,13,MIX,1,0,0,0,1,1,14,1,14,1,,,1,Province 5,Central,2,1,2,14,1,14,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,0,0,0,0,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,11/15/2015,,,LSW99,LSW1010,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,1,1,0,1,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,11/15/2015,,,LSW99,LSW1010,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,0,0,0,0,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,11/15/2015,,,LSW99,LSW1010,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,2,1,0,2,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,11/15/2015,,,LSW99,LSW1010,14,1,14,2,14,1,12,MIX,1,0,0,0,1,1,14,1,14,1,,,1,Province 5,Central,2,1,2,14,1,14,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,0,0,0,0,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,12/15/2015,,,LSW99,LSW1010,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,1,1,0,1,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,12/15/2015,,,LSW99,LSW1010,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,0,0,0,0,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,12/15/2015,,,LSW99,LSW1010,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,2,1,0,2,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,12/15/2015,,,LSW99,LSW1010,14,0,13,1,14,1,13,MIX,0,0,0,0,0,0,14,1,14,1,,,1,Province 5,Central,2,1,2,14,0,13,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,0,0,0,0,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,1/15/2016,,,LSW99,LSW1010,1,1,1,1,1,0,0,MIX,0,3,1,3,1,1,1,1,1,0,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,1,0,1,0,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,1/15/2016,,,LSW99,LSW1010,3,1,3,1,3,0,2,MIX,0,1,1,1,1,1,3,1,3,0,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,0,0,0,0,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,1/15/2016,,,LSW99,LSW1010,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,2,1,0,2,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,1/15/2016,,,LSW99,LSW1010,14,1,14,0,14,1,14,MIX,1,0,0,0,1,1,14,1,14,1,,,1,Province 5,Central,2,1,2,14,1,14,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,0,0,0,0,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,2/15/2016,,,LSW99,LSW1010,1,1,1,1,1,0,0,MIX,0,3,1,3,1,1,1,1,1,0,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,1,1,0,1,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,2/15/2016,,,LSW99,LSW1010,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,0,0,0,0,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,2/15/2016,,,LSW99,LSW1010,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 172,2,1,0,2,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,2/15/2016,,,LSW99,LSW1010,14,1,14,1,14,1,13,MIX,1,0,0,0,1,1,14,1,14,1,,,1,Province 5,Central,2,1,2,14,1,14,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
5P,Banner 173,3,1,0,3,0,Independent (family grocer),City 6,SEAA,Commune 6,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 6,3/15/2015,,,LSW1111,LSW1212,21,0,20,0,21,1,21,MIX,0,0,0,0,0,0,21,0,20,1,,,1,Province 6,Non Central,3,1,3,21,0,20,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Independent (family grocer),DT,0
5P,Banner 173,3,1,0,3,0,Independent (family grocer),City 6,SEAA,Commune 6,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 6,4/15/2015,,,LSW1111,LSW1212,21,0,20,0,21,1,21,MIX,0,0,0,0,0,0,21,1,21,1,,,1,Province 6,Non Central,3,1,3,21,0,20,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Independent (family grocer),DT,0
5P,Banner 173,3,1,0,3,0,Independent (family grocer),City 6,SEAA,Commune 6,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 6,5/15/2015,,,LSW1111,LSW1212,21,1,21,2,21,1,18,MIX,1,0,0,0,1,1,21,1,21,1,,,1,Province 6,Non Central,3,1,3,21,1,21,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Independent (family grocer),DT,1
5P,Banner 173,3,0,1,2,0,Independent (family grocer),City 6,SEAA,Commune 6,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 6,6/15/2015,,,LSW1111,LSW1212,21,0,20,5,21,1,16,MIX,0,0,0,0,0,0,21,0,20,1,,,1,Province 6,Non Central,3,1,3,21,0,20,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Independent (family grocer),DT,0
5P,Banner 173,3,1,0,3,0,Independent (family grocer),City 6,SEAA,Commune 6,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 6,7/15/2015,,,LSW1111,LSW1212,21,1,21,0,21,1,20,MIX,1,0,0,0,1,1,21,1,21,1,,,1,Province 6,Non Central,3,1,3,21,1,21,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Independent (family grocer),DT,1
5P,Banner 173,3,0,1,2,0,Independent (family grocer),City 6,SEAA,Commune 6,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 6,8/15/2015,,,LSW1111,LSW1212,21,0,19,3,21,1,18,MIX,0,0,0,0,0,0,21,1,21,1,,,1,Province 6,Non Central,3,1,3,21,0,19,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Independent (family grocer),DT,0
5P,Banner 173,3,1,0,3,0,Independent (family grocer),City 6,SEAA,Commune 6,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 6,9/15/2015,,,LSW1111,LSW1212,21,1,21,2,21,1,19,MIX,1,0,0,0,1,1,21,1,21,1,,,1,Province 6,Non Central,3,1,3,21,1,21,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Independent (family grocer),DT,0
5P,Banner 173,3,0,1,2,0,Independent (family grocer),City 6,SEAA,Commune 6,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 6,10/15/2015,,,LSW1111,LSW1212,21,1,21,2,21,1,19,MIX,1,0,0,0,1,1,21,1,21,1,,,1,Province 6,Non Central,3,1,3,21,1,21,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Independent (family grocer),DT,0
5P,Banner 173,3,1,0,3,0,Independent (family grocer),City 6,SEAA,Commune 6,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 6,11/15/2015,,,LSW1111,LSW1212,21,0,20,0,21,1,21,MIX,0,0,0,0,0,0,21,1,21,1,,,1,Province 6,Non Central,3,1,3,21,0,20,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Independent (family grocer),DT,0
5P,Banner 173,3,0,1,2,0,Independent (family grocer),City 6,SEAA,Commune 6,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 6,12/15/2015,,,LSW1111,LSW1212,21,1,21,1,21,1,20,MIX,0,0,0,0,1,1,21,0,20,1,,,0,Province 6,Non Central,3,0,2,21,1,21,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Independent (family grocer),DT,0
5P,Banner 173,3,0,1,2,0,Independent (family grocer),City 6,SEAA,Commune 6,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 6,1/15/2016,,,LSW1111,LSW1212,21,0,19,4,21,1,17,MIX,0,0,0,0,0,0,21,0,20,1,,,1,Province 6,Non Central,3,1,3,21,0,19,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Independent (family grocer),DT,0
5P,Banner 173,3,1,0,3,0,Independent (family grocer),City 6,SEAA,Commune 6,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 6,2/15/2016,,,LSW1111,LSW1212,21,1,21,0,21,1,21,MIX,1,0,0,0,1,1,21,1,21,1,,,1,Province 6,Non Central,3,1,3,21,1,21,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Independent (family grocer),DT,0
4P,Banner 172,3,1,0,3,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,3/15/2015,,,LSW99,LSW1010,21,1,21,3,21,1,18,MIX,1,0,0,0,1,1,21,1,21,1,,,1,Province 5,Central,3,1,3,21,1,21,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
4P,Banner 172,3,0,1,2,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,4/15/2015,,,LSW99,LSW1010,21,0,20,1,21,1,20,MIX,0,0,0,0,0,0,21,0,20,1,,,1,Province 5,Central,3,1,3,21,0,20,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
4P,Banner 172,3,0,1,2,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,5/15/2015,,,LSW99,LSW1010,21,1,21,5,21,1,16,MIX,1,0,0,0,1,1,21,1,21,1,,,1,Province 5,Central,3,1,3,21,1,21,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
4P,Banner 172,3,0,1,2,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,6/15/2015,,,LSW99,LSW1010,21,1,21,2,21,1,19,MIX,0,0,0,0,1,1,21,0,19,1,,,0,Province 5,Central,3,0,2,21,1,21,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
4P,Banner 172,3,0,1,1,1,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,7/15/2015,,,LSW99,LSW1010,21,1,21,1,21,1,19,MIX,1,0,0,0,1,1,21,1,21,1,,,1,Province 5,Central,3,1,3,21,1,21,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,1
4P,Banner 172,3,1,0,3,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,8/15/2015,,,LSW99,LSW1010,21,1,21,0,21,1,21,MIX,1,0,0,0,1,1,21,0,20,1,,,1,Province 5,Central,3,1,3,21,1,21,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
4P,Banner 172,3,1,0,3,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,9/15/2015,,,LSW99,LSW1010,21,0,20,0,21,1,20,MIX,0,0,0,0,0,0,21,1,21,1,,,1,Province 5,Central,3,1,3,21,0,20,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,1
4P,Banner 172,3,1,0,3,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,10/15/2015,,,LSW99,LSW1010,21,0,19,1,21,1,20,MIX,0,0,0,0,0,0,21,1,21,1,,,1,Province 5,Central,3,1,3,21,0,19,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
4P,Banner 172,3,0,1,2,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,11/15/2015,,,LSW99,LSW1010,21,1,21,1,21,1,20,MIX,1,0,0,0,1,1,21,1,21,1,,,1,Province 5,Central,3,1,3,21,1,21,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
4P,Banner 172,3,1,0,3,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,12/15/2015,,,LSW99,LSW1010,21,0,20,0,21,1,21,MIX,0,0,0,0,0,0,21,1,21,1,,,1,Province 5,Central,3,1,3,21,0,20,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
4P,Banner 172,3,1,0,3,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,1/15/2016,,,LSW99,LSW1010,21,1,21,5,21,1,15,MIX,1,0,0,0,1,1,21,1,21,1,,,1,Province 5,Central,3,1,3,21,1,21,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,1
4P,Banner 172,3,1,0,3,0,Independent (family grocer),City 5,SEAA,Commune 5,Outlet,Thailand,Customer 172,Local,Key Customer,DTRT 5,2/15/2016,,,LSW99,LSW1010,21,0,20,1,21,1,20,MIX,0,0,0,0,0,0,21,1,21,1,,,1,Province 5,Central,3,1,3,21,0,20,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Independent (family grocer),DT,0
6P,Banner 175,0,0,0,0,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,3/15/2015,,,LSW99,LSW1010,1,1,1,1,1,0,0,MIX,0,3,1,3,1,1,1,1,1,0,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,DT,0
6P,Banner 175,1,1,0,1,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,3/15/2015,,,LSW99,LSW1010,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,DT,0
6P,Banner 175,0,0,0,0,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,3/15/2015,,,LSW99,LSW1010,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,DT,0
6P,Banner 175,2,1,0,2,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,3/15/2015,,,LSW99,LSW1010,14,1,14,2,14,1,12,MIX,1,0,0,0,1,1,14,1,14,1,,,1,Province 5,Central,2,1,2,14,1,14,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,DT,0
6P,Banner 175,0,0,0,0,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,4/15/2015,,,LSW99,LSW1010,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,DT,0
6P,Banner 175,1,1,0,1,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,4/15/2015,,,LSW99,LSW1010,3,1,3,1,3,0,2,MIX,0,1,1,1,1,1,3,1,3,0,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,DT,0
6P,Banner 175,0,0,0,0,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,4/15/2015,,,LSW99,LSW1010,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,DT,0
6P,Banner 175,2,1,0,2,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,4/15/2015,,,LSW99,LSW1010,14,1,14,1,14,1,12,MIX,1,0,0,0,1,1,14,1,14,1,,,1,Province 5,Central,2,1,2,14,1,14,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,DT,1
6P,Banner 175,0,0,0,0,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,5/15/2015,,,LSW99,LSW1010,1,1,1,0,1,1,1,MIX,1,3,1,3,1,1,1,1,1,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,DT,0
6P,Banner 175,1,1,0,1,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,5/15/2015,,,LSW99,LSW1010,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,DT,0
6P,Banner 175,0,0,0,0,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,5/15/2015,,,LSW99,LSW1010,3,1,3,0,3,1,3,MIX,1,1,1,1,1,1,3,1,3,1,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,1,1,1,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,DT,0
6P,Banner 175,2,1,0,2,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,5/15/2015,,,LSW99,LSW1010,14,1,14,0,14,1,14,MIX,1,0,0,0,1,1,14,1,14,1,,,1,Province 5,Central,2,1,2,14,1,14,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,DT,0
6P,Banner 175,0,0,0,0,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,6/15/2015,,,LSW99,LSW1010,1,1,1,1,1,0,0,MIX,0,3,1,3,1,1,1,1,1,0,Ice Cream,Beverages & Refreshments,1,Province 5,Central,0,0,0,3,1,3,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,DT,0
