4P/5P/6P,Banner,Channel,City,Cluster,Commune,Compliance,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Outlet classification,Product category,Product division,Province,Region,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Total Category Length,Trade Format,Unilever Length
5P,Banner 35,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 2,4/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mom & Pop,23,DT,7.54
5P,Banner 35,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 2,5/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mom & Pop,17,DT,6.39
5P,Banner 35,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 2,6/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mom & Pop,13,DT,5.01
5P,Banner 35,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 2,7/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mom & Pop,18,DT,6.42
5P,Banner 35,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 2,8/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mom & Pop,21,DT,6.87
5P,Banner 35,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 2,9/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mom & Pop,20,DT,6.94
5P,Banner 35,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 2,10/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mom & Pop,16,DT,5.56
5P,Banner 35,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 2,11/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mom & Pop,17,DT,6.53
5P,Banner 35,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 2,12/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mom & Pop,8,DT,2.82
5P,Banner 35,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 2,1/15/2016,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mom & Pop,13,DT,4.84
5P,Banner 35,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 2,2/15/2016,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Mom & Pop,18,DT,6.3
4P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,21,DT,7.58
4P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,29,DT,10.65
4P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,14,DT,4.86
4P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,22,DT,7.37
4P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,17,DT,6.8
4P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,17,DT,6.48
4P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,14,DT,4.9
4P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,23,DT,8.9
4P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,12,DT,3.88
4P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,17,DT,5.95
4P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,28,DT,10.06
4P,Banner 34,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 34,Others,Others,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Mom & Pop,21,DT,7.51
6P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,10,DT,3.6
6P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,10,DT,3.75
6P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,12,DT,4.14
6P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,14,DT,4.94
6P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,14,DT,4.98
6P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,11,DT,3.73
6P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,7,DT,2.69
6P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,10,DT,3.84
6P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,17,DT,5.91
6P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,12,DT,3.89
6P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,7,DT,2.41
6P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,15,DT,5.69
5P,Banner 38,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 2,3/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Market Stalls,17,DT,5.64
5P,Banner 38,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 2,4/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Market Stalls,18,DT,6.5
5P,Banner 38,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 2,5/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Market Stalls,24,DT,8.01
5P,Banner 38,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 2,6/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Market Stalls,19,DT,7.2
5P,Banner 38,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 2,7/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Market Stalls,12,DT,4.67
5P,Banner 38,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 2,8/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Market Stalls,21,DT,7.69
5P,Banner 38,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 2,9/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Market Stalls,9,DT,3.09
5P,Banner 38,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 2,10/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Market Stalls,16,DT,5.97
5P,Banner 38,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 2,11/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Market Stalls,21,DT,6.72
5P,Banner 38,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 2,12/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Market Stalls,10,DT,3.53
5P,Banner 38,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 2,1/15/2016,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Market Stalls,23,DT,8.25
5P,Banner 38,Small / Open Markets,City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 2,2/15/2016,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Market Stalls,11,DT,3.87
4P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,17,DT,5.57
4P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,11,DT,3.77
4P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,14,DT,4.55
4P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,19,DT,6.63
4P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,20,DT,7.02
4P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,21,DT,7.19
4P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,21,DT,7.24
4P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,13,DT,4.45
4P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,10,DT,3.75
4P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,0,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,19,DT,5.85
4P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,21,DT,6.64
4P,Banner 37,Small / Open Markets,City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Market Stalls,26,DT,9
6P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),15,DT,5.46
6P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,0,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),9,DT,2.8
6P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),4,DT,1.3
6P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),12,DT,3.86
6P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),12,DT,4.1
6P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),14,DT,4.92
6P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),16,DT,5.3
6P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),10,DT,3.75
6P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,11/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),18,DT,6.9
6P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,12/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),16,DT,5.42
6P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,1/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),11,DT,3.59
6P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,2/15/2016,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),12,DT,4.04
5P,Banner 41,Independent (family grocer),City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 2,3/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Independent (family grocer),18,DT,6.46
5P,Banner 41,Independent (family grocer),City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 2,4/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Independent (family grocer),20,DT,6.54
5P,Banner 41,Independent (family grocer),City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 2,5/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Independent (family grocer),17,DT,5.6
5P,Banner 41,Independent (family grocer),City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 2,6/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Independent (family grocer),14,DT,5.25
5P,Banner 41,Independent (family grocer),City 2,SEAA,Commune 2,0,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 2,7/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Independent (family grocer),21,DT,6.45
5P,Banner 41,Independent (family grocer),City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 2,8/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Independent (family grocer),20,DT,7.27
5P,Banner 41,Independent (family grocer),City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 2,9/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Independent (family grocer),20,DT,7.32
5P,Banner 41,Independent (family grocer),City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 2,10/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Independent (family grocer),20,DT,6.46
5P,Banner 41,Independent (family grocer),City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 2,11/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Independent (family grocer),12,DT,4.26
5P,Banner 41,Independent (family grocer),City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 2,12/15/2015,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Independent (family grocer),17,DT,6.54
5P,Banner 41,Independent (family grocer),City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 2,1/15/2016,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Independent (family grocer),14,DT,5.24
5P,Banner 41,Independent (family grocer),City 2,SEAA,Commune 2,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 2,2/15/2016,,,LSW33,LSW44,MIX,,,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,Independent (family grocer),25,DT,8.46
4P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,3/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),10,DT,3.7
4P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,4/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),18,DT,6.25
4P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,5/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),16,DT,5.7
4P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,6/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),14,DT,4.95
4P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,7/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),18,DT,6.3
4P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,8/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),24,DT,8.14
4P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,9/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),19,DT,6.56
4P,Banner 40,Independent (family grocer),City 1,SEAA,Commune 1,1,Outlet,Indonesia,Customer 40,Local,Key Customer,DTRT 1,10/15/2015,,,LSW11,LSW22,MIX,,,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,Independent (family grocer),18,DT,6.72
