4P/5P/6P,Banner,COTC,COTC Audited,COTC Compliance,COTC OOS,COTC OSA,COTC Void,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,OOS,OSA,OSA Compliance,Outlet classification,Product category,Product division,Province,Region,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Subchannel,Total Audited,Total OOS,Total OSA,Total Void,Trade Format,Void
5P,Banner 176,0,3,1,0,3,0,Convenience,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 6,3/15/2015,,,LSW1111,LSW1212,0,1,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Convenience,21,0,21,0,DT,0
5P,Banner 176,0,3,0,1,2,0,Convenience,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 6,4/15/2015,,,LSW1111,LSW1212,0.142857,0.857143,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Convenience,21,3,18,0,DT,0
5P,Banner 176,0,3,1,0,3,0,Convenience,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 6,5/15/2015,,,LSW1111,LSW1212,0,0.952381,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Convenience,21,0,20,1,DT,0.047619
5P,Banner 176,0,3,0,1,2,0,Convenience,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 6,6/15/2015,,,LSW1111,LSW1212,0.190476,0.809524,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Convenience,21,4,17,0,DT,0
5P,Banner 176,0,3,1,0,3,0,Convenience,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 6,7/15/2015,,,LSW1111,LSW1212,0.095238,0.904762,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Convenience,21,2,19,0,DT,0
5P,Banner 176,0,3,0,1,2,0,Convenience,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 6,8/15/2015,,,LSW1111,LSW1212,0.142857,0.809524,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Convenience,21,3,17,1,DT,0.047619
5P,Banner 176,0,3,1,0,3,0,Convenience,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 6,9/15/2015,,,LSW1111,LSW1212,0.047619,0.952381,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Convenience,21,1,20,0,DT,0
5P,Banner 176,0,3,0,1,2,0,Convenience,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 6,10/15/2015,,,LSW1111,LSW1212,0.047619,0.952381,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Convenience,21,1,20,0,DT,0
5P,Banner 176,0,3,0,1,2,0,Convenience,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 6,11/15/2015,,,LSW1111,LSW1212,0.190476,0.809524,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Convenience,21,4,17,0,DT,0
5P,Banner 176,0,3,1,0,3,0,Convenience,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 6,12/15/2015,,,LSW1111,LSW1212,0.095238,0.904762,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Convenience,21,2,19,0,DT,0
5P,Banner 176,0,3,0,1,2,0,Convenience,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 6,1/15/2016,,,LSW1111,LSW1212,0.190476,0.761905,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Convenience,21,4,16,1,DT,0.047619
5P,Banner 176,0,3,1,0,3,0,Convenience,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 6,2/15/2016,,,LSW1111,LSW1212,0.095238,0.904762,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Convenience,21,2,19,0,DT,0
4P,Banner 175,0,3,1,0,3,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,3/15/2015,,,LSW99,LSW1010,0.095238,0.904762,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,21,2,19,0,DT,0
4P,Banner 175,0,3,0,1,2,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,4/15/2015,,,LSW99,LSW1010,0.190476,0.809524,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,21,4,17,0,DT,0
4P,Banner 175,0,3,1,0,3,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,5/15/2015,,,LSW99,LSW1010,0,1,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,21,0,21,0,DT,0
4P,Banner 175,0,3,1,0,3,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,6/15/2015,,,LSW99,LSW1010,0.238095,0.761905,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,21,5,16,0,DT,0
4P,Banner 175,0,3,1,0,3,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,7/15/2015,,,LSW99,LSW1010,0.095238,0.857143,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,21,2,18,1,DT,0.047619
4P,Banner 175,0,3,1,0,3,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,8/15/2015,,,LSW99,LSW1010,0.095238,0.857143,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,21,2,18,1,DT,0.047619
4P,Banner 175,0,3,1,0,3,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,9/15/2015,,,LSW99,LSW1010,0.095238,0.857143,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,21,2,18,1,DT,0.047619
4P,Banner 175,0,3,0,1,2,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,10/15/2015,,,LSW99,LSW1010,0.095238,0.904762,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,21,2,19,0,DT,0
4P,Banner 175,0,3,0,1,2,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,11/15/2015,,,LSW99,LSW1010,0.095238,0.904762,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,21,2,19,0,DT,0
4P,Banner 175,0,3,0,0,2,1,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,12/15/2015,,,LSW99,LSW1010,0,0.952381,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,21,0,20,1,DT,0.047619
4P,Banner 175,0,3,1,0,3,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,1/15/2016,,,LSW99,LSW1010,0.095238,0.904762,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,21,2,19,0,DT,0
4P,Banner 175,0,3,1,0,3,0,Convenience,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 175,Regional,Key Customer,DTRT 5,2/15/2016,,,LSW99,LSW1010,0.095238,0.904762,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Convenience,21,2,19,0,DT,0
6P,Banner 178,0,1,1,0,1,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,3/15/2015,,,LSW99,LSW1010,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,3,0,3,0,DT,0
6P,Banner 178,0,2,1,0,2,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,3/15/2015,,,LSW99,LSW1010,0.071429,0.928571,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,14,1,13,0,DT,0
6P,Banner 178,0,1,1,0,1,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,4/15/2015,,,LSW99,LSW1010,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,3,0,3,0,DT,0
6P,Banner 178,0,2,0,1,1,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,4/15/2015,,,LSW99,LSW1010,0.071429,0.928571,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,14,1,13,0,DT,0
6P,Banner 178,0,1,0,1,0,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,5/15/2015,,,LSW99,LSW1010,0.333333,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,3,1,2,0,DT,0
6P,Banner 178,0,2,1,0,2,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,5/15/2015,,,LSW99,LSW1010,0,1,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,14,0,14,0,DT,0
6P,Banner 178,0,1,1,0,1,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,6/15/2015,,,LSW99,LSW1010,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,3,0,3,0,DT,0
6P,Banner 178,0,2,0,1,1,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,6/15/2015,,,LSW99,LSW1010,0.142857,0.785714,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,14,2,11,1,DT,0.071429
6P,Banner 178,0,1,1,0,1,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,7/15/2015,,,LSW99,LSW1010,0.333333,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,3,1,2,0,DT,0
6P,Banner 178,0,2,1,0,2,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,7/15/2015,,,LSW99,LSW1010,0.071429,0.928571,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,14,1,13,0,DT,0
6P,Banner 178,0,1,1,0,1,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,8/15/2015,,,LSW99,LSW1010,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,3,0,3,0,DT,0
6P,Banner 178,0,2,1,0,2,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,8/15/2015,,,LSW99,LSW1010,0,1,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,14,0,14,0,DT,0
6P,Banner 178,0,1,1,0,1,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,9/15/2015,,,LSW99,LSW1010,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,3,0,3,0,DT,0
6P,Banner 178,0,2,1,0,2,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,9/15/2015,,,LSW99,LSW1010,0.071429,0.928571,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,14,1,13,0,DT,0
6P,Banner 178,0,1,1,0,1,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,10/15/2015,,,LSW99,LSW1010,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,3,0,3,0,DT,0
6P,Banner 178,0,2,0,1,1,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,10/15/2015,,,LSW99,LSW1010,0.142857,0.785714,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,14,2,11,1,DT,0.071429
6P,Banner 178,0,1,1,0,1,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,11/15/2015,,,LSW99,LSW1010,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,3,0,3,0,DT,0
6P,Banner 178,0,2,1,0,2,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,11/15/2015,,,LSW99,LSW1010,0.071429,0.928571,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,14,1,13,0,DT,0
6P,Banner 178,0,1,1,0,1,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,12/15/2015,,,LSW99,LSW1010,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,3,0,3,0,DT,0
6P,Banner 178,0,2,0,0,1,1,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,12/15/2015,,,LSW99,LSW1010,0.142857,0.785714,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,14,2,11,1,DT,0.071429
6P,Banner 178,0,1,1,0,1,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,1/15/2016,,,LSW99,LSW1010,0.333333,0.666667,0,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,3,1,2,0,DT,0
6P,Banner 178,0,2,1,0,2,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,1/15/2016,,,LSW99,LSW1010,0.071429,0.928571,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,14,1,13,0,DT,0
6P,Banner 178,0,1,1,0,1,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,2/15/2016,,,LSW99,LSW1010,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,3,0,3,0,DT,0
6P,Banner 178,0,2,0,1,1,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,2/15/2016,,,LSW99,LSW1010,0.142857,0.857143,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,14,2,12,0,DT,0
5P,Banner 179,0,3,1,0,3,0,On Premise / Impulse,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 178,Others,Others,DTRT 6,3/15/2015,,,LSW1111,LSW1212,0.142857,0.857143,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mobile / Vending / Kiosks,21,3,18,0,DT,0
5P,Banner 179,0,3,1,0,3,0,On Premise / Impulse,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 178,Others,Others,DTRT 6,4/15/2015,,,LSW1111,LSW1212,0.095238,0.904762,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mobile / Vending / Kiosks,21,2,19,0,DT,0
5P,Banner 179,0,3,1,0,3,0,On Premise / Impulse,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 178,Others,Others,DTRT 6,5/15/2015,,,LSW1111,LSW1212,0.047619,0.952381,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mobile / Vending / Kiosks,21,1,20,0,DT,0
5P,Banner 179,0,3,0,2,1,0,On Premise / Impulse,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 178,Others,Others,DTRT 6,6/15/2015,,,LSW1111,LSW1212,0.238095,0.761905,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mobile / Vending / Kiosks,21,5,16,0,DT,0
5P,Banner 179,0,3,0,1,2,0,On Premise / Impulse,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 178,Others,Others,DTRT 6,7/15/2015,,,LSW1111,LSW1212,0.047619,0.952381,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mobile / Vending / Kiosks,21,1,20,0,DT,0
5P,Banner 179,0,3,0,1,2,0,On Premise / Impulse,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 178,Others,Others,DTRT 6,8/15/2015,,,LSW1111,LSW1212,0.142857,0.857143,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mobile / Vending / Kiosks,21,3,18,0,DT,0
5P,Banner 179,0,3,0,1,2,0,On Premise / Impulse,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 178,Others,Others,DTRT 6,9/15/2015,,,LSW1111,LSW1212,0.238095,0.714286,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mobile / Vending / Kiosks,21,5,15,1,DT,0.047619
5P,Banner 179,0,3,1,0,3,0,On Premise / Impulse,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 178,Others,Others,DTRT 6,10/15/2015,,,LSW1111,LSW1212,0.095238,0.904762,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mobile / Vending / Kiosks,21,2,19,0,DT,0
5P,Banner 179,0,3,1,0,3,0,On Premise / Impulse,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 178,Others,Others,DTRT 6,11/15/2015,,,LSW1111,LSW1212,0,1,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mobile / Vending / Kiosks,21,0,21,0,DT,0
5P,Banner 179,0,3,1,0,3,0,On Premise / Impulse,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 178,Others,Others,DTRT 6,12/15/2015,,,LSW1111,LSW1212,0,0.952381,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mobile / Vending / Kiosks,21,0,20,1,DT,0.047619
5P,Banner 179,0,3,1,0,3,0,On Premise / Impulse,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 178,Others,Others,DTRT 6,1/15/2016,,,LSW1111,LSW1212,0.190476,0.809524,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mobile / Vending / Kiosks,21,4,17,0,DT,0
5P,Banner 179,0,3,1,0,3,0,On Premise / Impulse,City 6,SEAA,Commune 6,Outlet,Thailand,Customer 178,Others,Others,DTRT 6,2/15/2016,,,LSW1111,LSW1212,0.047619,0.952381,1,MIX,,,Province 6,Non Central,Area 6,Reg 6,Route 6,Territory 6,St Area 6,Loc 6,Mobile / Vending / Kiosks,21,1,20,0,DT,0
4P,Banner 178,0,3,1,0,3,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,3/15/2015,,,LSW99,LSW1010,0.095238,0.904762,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,21,2,19,0,DT,0
4P,Banner 178,0,3,1,0,3,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,4/15/2015,,,LSW99,LSW1010,0.047619,0.952381,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,21,1,20,0,DT,0
4P,Banner 178,0,3,0,1,2,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,5/15/2015,,,LSW99,LSW1010,0.095238,0.904762,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,21,2,19,0,DT,0
4P,Banner 178,0,3,1,0,3,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,6/15/2015,,,LSW99,LSW1010,0.095238,0.904762,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,21,2,19,0,DT,0
4P,Banner 178,0,3,1,0,3,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,7/15/2015,,,LSW99,LSW1010,0.095238,0.904762,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,21,2,19,0,DT,0
4P,Banner 178,0,3,1,0,3,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,8/15/2015,,,LSW99,LSW1010,0.095238,0.904762,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,21,2,19,0,DT,0
4P,Banner 178,0,3,0,1,2,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,9/15/2015,,,LSW99,LSW1010,0.095238,0.904762,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,21,2,19,0,DT,0
4P,Banner 178,0,3,1,0,3,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,10/15/2015,,,LSW99,LSW1010,0.047619,0.952381,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,21,1,20,0,DT,0
4P,Banner 178,0,3,0,1,2,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,11/15/2015,,,LSW99,LSW1010,0.238095,0.761905,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,21,5,16,0,DT,0
4P,Banner 178,0,3,1,0,3,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,12/15/2015,,,LSW99,LSW1010,0.142857,0.857143,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,21,3,18,0,DT,0
4P,Banner 178,0,3,0,1,2,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,1/15/2016,,,LSW99,LSW1010,0.142857,0.857143,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,21,3,18,0,DT,0
4P,Banner 178,0,3,1,0,3,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 178,Others,Others,DTRT 5,2/15/2016,,,LSW99,LSW1010,0.190476,0.761905,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Mobile / Vending / Kiosks,21,4,16,1,DT,0.047619
6P,Banner 181,0,1,1,0,1,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 181,Global,Key Customer,DTRT 5,3/15/2015,,,LSW99,LSW1010,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hotels / Restaurants,3,0,3,0,DT,0
6P,Banner 181,0,2,1,0,2,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 181,Global,Key Customer,DTRT 5,3/15/2015,,,LSW99,LSW1010,0.071429,0.928571,1,MIX,,,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hotels / Restaurants,14,1,13,0,DT,0
6P,Banner 181,0,1,1,0,1,0,On Premise / Impulse,City 5,SEAA,Commune 5,Outlet,Thailand,Customer 181,Global,Key Customer,DTRT 5,4/15/2015,,,LSW99,LSW1010,0,1,1,MIX,Ice Cream,Beverages & Refreshments,Province 5,Central,Area 5,Reg 5,Route 5,Territory 5,St Area 5,Loc 5,Hotels / Restaurants,3,0,3,0,DT,0
