4P/5P/6P,Banner,CTA Compliance,CTA Compliant,CTA Message,Channel,City,Cluster,Commune,Compliance Level,Country,Customer,Customer subtype,Customer type,DT route type,Date of audit,Local Customer Name,Local Outlet Name,Local Sales Workforce 1,Local Sales Workforce 2,Modified Product Category,Month,Outlet classification,Product category,Product division,Province,Region,Sales area,Sales region,Sales route,Sales territory,Store area,Store location,Store type,Subchannel,Trade Format,Year
4P,Banner 49,1,4,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 1,1/15/2016,(blank),Outlet 51,LSW11,LSW22,Outlet 51,12,MIX,Deodorants,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Hotels / Restaurants,DT,2015
4P,Banner 49,0,3,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 49,Global,Key Customer,DTRT 1,1/15/2016,(blank),Outlet 51,LSW11,LSW22,Outlet 51,12,MIX,Oral Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Hotels / Restaurants,DT,2015
6P,Banner 52,1,4,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 52,Regional,Key Customer,DTRT 1,1/15/2016,(blank),Outlet 52,LSW11,LSW22,Outlet 52,12,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Cafes / Snack Bars / Bars,DT,2015
6P,Banner 52,0,3,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 52,Regional,Key Customer,DTRT 1,1/15/2016,(blank),Outlet 52,LSW11,LSW22,Outlet 52,12,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Cafes / Snack Bars / Bars,DT,2015
4P,Banner 52,1,4,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 52,Regional,Key Customer,DTRT 1,1/15/2016,(blank),Outlet 54,LSW11,LSW22,Outlet 54,12,MIX,Dressings,Foods,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Cafes / Snack Bars / Bars,DT,2015
4P,Banner 52,1,4,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 52,Regional,Key Customer,DTRT 1,1/15/2016,(blank),Outlet 54,LSW11,LSW22,Outlet 54,12,MIX,Deodorants,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Cafes / Snack Bars / Bars,DT,2015
4P,Banner 52,1,4,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 52,Regional,Key Customer,DTRT 1,1/15/2016,(blank),Outlet 54,LSW11,LSW22,Outlet 54,12,MIX,Oral Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Cafes / Snack Bars / Bars,DT,2015
6P,Banner 55,1,4,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 55,Local,Key Customer,DTRT 1,1/15/2016,(blank),Outlet 55,LSW11,LSW22,Outlet 55,12,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),SCO Services / Companies / Offices,DT,2015
6P,Banner 55,1,4,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 55,Local,Key Customer,DTRT 1,1/15/2016,(blank),Outlet 55,LSW11,LSW22,Outlet 55,12,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),SCO Services / Companies / Offices,DT,2015
4P,Banner 55,1,4,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 55,Local,Key Customer,DTRT 1,1/15/2016,(blank),Outlet 57,LSW11,LSW22,Outlet 57,12,MIX,Dressings,Foods,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),SCO Services / Companies / Offices,DT,2015
4P,Banner 55,0,3,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 55,Local,Key Customer,DTRT 1,2/15/2016,(blank),Outlet 57,LSW11,LSW22,Outlet 57,12,MIX,Deodorants,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),SCO Services / Companies / Offices,DT,2015
4P,Banner 55,1,4,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 55,Local,Key Customer,DTRT 1,2/15/2016,(blank),Outlet 57,LSW11,LSW22,Outlet 57,12,MIX,Oral Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),SCO Services / Companies / Offices,DT,2015
6P,Banner 58,0,3,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 58,Others,Others,DTRT 1,2/15/2016,(blank),Outlet 58,LSW11,LSW22,Outlet 58,12,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Travel & Leisure,DT,2015
6P,Banner 58,1,4,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 58,Others,Others,DTRT 1,2/15/2016,(blank),Outlet 58,LSW11,LSW22,Outlet 58,12,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Travel & Leisure,DT,2015
4P,Banner 58,0,3,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 58,Others,Others,DTRT 1,2/15/2016,(blank),Outlet 60,LSW11,LSW22,Outlet 60,12,MIX,Dressings,Foods,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Travel & Leisure,DT,2015
4P,Banner 58,0,3,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 58,Others,Others,DTRT 1,2/15/2016,(blank),Outlet 60,LSW11,LSW22,Outlet 60,12,MIX,Deodorants,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Travel & Leisure,DT,2015
4P,Banner 58,1,4,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 58,Others,Others,DTRT 1,2/15/2016,(blank),Outlet 60,LSW11,LSW22,Outlet 60,12,MIX,Oral Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Travel & Leisure,DT,2015
6P,Banner 61,1,4,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 61,Global,Key Customer,DTRT 1,2/15/2016,(blank),Outlet 61,LSW11,LSW22,Outlet 61,12,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Institutions education / government,DT,2015
6P,Banner 61,1,4,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 61,Global,Key Customer,DTRT 1,2/15/2016,(blank),Outlet 61,LSW11,LSW22,Outlet 61,12,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Institutions education / government,DT,2015
4P,Banner 61,1,4,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 61,Global,Key Customer,DTRT 1,2/15/2016,(blank),Outlet 63,LSW11,LSW22,Outlet 63,12,MIX,Dressings,Foods,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Institutions education / government,DT,2015
4P,Banner 61,0,2,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 61,Global,Key Customer,DTRT 1,2/15/2016,(blank),Outlet 63,LSW11,LSW22,Outlet 63,12,MIX,Deodorants,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Institutions education / government,DT,2015
4P,Banner 61,0,2,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 61,Global,Key Customer,DTRT 1,2/15/2016,(blank),Outlet 63,LSW11,LSW22,Outlet 63,12,MIX,Oral Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Institutions education / government,DT,2015
6P,Banner 64,1,4,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 64,LSW11,LSW22,Outlet 64,12,MIX,Hair,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Non-food retail,DT,2015
6P,Banner 64,1,4,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 64,LSW11,LSW22,Outlet 64,12,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Non-food retail,DT,2015
4P,Banner 64,1,4,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 66,LSW11,LSW22,Outlet 66,12,MIX,Dressings,Foods,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Non-food retail,DT,2015
4P,Banner 64,1,4,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 66,LSW11,LSW22,Outlet 66,12,MIX,Deodorants,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Non-food retail,DT,2015
4P,Banner 64,1,4,4,On Premise / Impulse,City 1,SEAA,Commune 1,Outlet,Indonesia,Customer 64,Regional,Key Customer,DTRT 1,3/15/2015,(blank),Outlet 66,LSW11,LSW22,Outlet 66,12,MIX,Oral Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Non-food retail,DT,2015
6P,Banner 1,1,4,4,Hypermarket,City 1,SEAA,Commune 1,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 1,3/15/2015,Customer 1,Outlet 1,LSW1,LSW2,Skin Care,12,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Hypermarket,MT,2015
6P,Banner 10,0,3,4,Discounters,City 1,SEAA,Commune 1,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 1,3/15/2015,Customer 10,Outlet 10,LSW1,LSW2,Skin Care,12,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Discounters,MT,2015
6P,Banner 13,0,3,4,Club,City 1,SEAA,Commune 1,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 1,3/15/2015,Customer 13,Outlet 13,LSW1,LSW2,Skin Care,12,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Club,MT,2015
6P,Banner 16,1,4,4,Direct,City 1,SEAA,Commune 1,Category,Indonesia,Customer 16,Others,Others,DTRT 1,3/15/2015,Customer 16,Outlet 16,LSW1,LSW2,Skin Care,12,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),E-Commerce,MT,2015
6P,Banner 19,1,4,4,Direct,City 1,SEAA,Commune 1,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 1,3/15/2015,Customer 19,Outlet 19,LSW1,LSW2,Skin Care,12,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Direct Sales,MT,2015
6P,Banner 22,1,4,4,Drug,City 1,SEAA,Commune 1,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 1,3/15/2015,Customer 22,Outlet 22,LSW1,LSW2,Skin Care,12,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Mainstream Drugstores,MT,2015
6P,Banner 25,1,4,4,MT,City 1,SEAA,Commune 1,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 1,3/15/2015,Customer 25,Outlet 25,LSW1,LSW2,Skin Care,12,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Mass Merchandiser (non-grocery),MT,2015
6P,Banner 4,1,4,4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 4,Others,Others,DTRT 1,4/15/2015,Customer 4,Outlet 4,LSW1,LSW2,Skin Care,12,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Large Supermarkets,MT,2015
6P,Banner 7,0,3,4,Supermarkets,City 1,SEAA,Commune 1,Category,Indonesia,Customer 7,Regional,Key Customer,DTRT 1,4/15/2015,Customer 7,Outlet 7,LSW1,LSW2,Skin Care,12,MIX,Skin Care,HPC,Province 1,North,Area 1,Reg 1,Route 1,Territory 1,St Area 1,Loc 1,(blank),Small Supermarkets,MT,2015
5P,Banner 11,0,3,4,Discounters,City 2,SEAA,Commune 2,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 2,4/15/2015,Customer 10 ABC,Outlet 11,LSW3,LSW4,Deodorants,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Discounters,MT,2015
5P,Banner 14,1,4,4,Club,City 2,SEAA,Commune 2,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 2,4/15/2015,Customer 13 ABC,Outlet 14,LSW3,LSW4,Deodorants,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Club,MT,2015
5P,Banner 17,1,4,4,Direct,City 2,SEAA,Commune 2,Category,Indonesia,Customer 16,Others,Others,DTRT 2,4/15/2015,Customer 16 ABC,Outlet 17,LSW3,LSW4,Deodorants,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),E-Commerce,MT,2015
5P,Banner 2,0,3,4,Hypermarket,City 2,SEAA,Commune 2,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,4/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,Deodorants,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Hypermarket,MT,2015
5P,Banner 20,0,2,4,Direct,City 2,SEAA,Commune 2,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,4/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,Deodorants,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Direct Sales,MT,2015
5P,Banner 23,1,4,4,Drug,City 2,SEAA,Commune 2,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 2,4/15/2015,Customer 22 ABC,Outlet 23,LSW3,LSW4,Deodorants,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Mainstream Drugstores,MT,2015
5P,Banner 26,0,3,4,MT,City 2,SEAA,Commune 2,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 2,4/15/2015,Customer 25 ABC,Outlet 26,LSW3,LSW4,Deodorants,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Mass Merchandiser (non-grocery),MT,2015
5P,Banner 5,1,4,4,Supermarkets,City 2,SEAA,Commune 2,Category,Indonesia,Customer 4,Others,Others,DTRT 2,4/15/2015,Customer 4 ABC,Outlet 5,LSW3,LSW4,Deodorants,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Large Supermarkets,MT,2015
5P,Banner 8,1,4,4,Supermarkets,City 2,SEAA,Commune 2,Category,Indonesia,Customer 7,Regional,Key Customer,DTRT 2,4/15/2015,Customer 7 ABC,Outlet 8,LSW3,LSW4,Deodorants,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Small Supermarkets,MT,2015
5P,Banner 11,1,4,4,Discounters,City 2,SEAA,Commune 2,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 2,4/15/2015,Customer 10 ABC,Outlet 11,LSW3,LSW4,Dressings,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Discounters,MT,2015
5P,Banner 14,0,3,4,Club,City 2,SEAA,Commune 2,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 2,5/15/2015,Customer 13 ABC,Outlet 14,LSW3,LSW4,Dressings,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Club,MT,2015
5P,Banner 17,0,3,4,Direct,City 2,SEAA,Commune 2,Category,Indonesia,Customer 16,Others,Others,DTRT 2,5/15/2015,Customer 16 ABC,Outlet 17,LSW3,LSW4,Dressings,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),E-Commerce,MT,2015
5P,Banner 2,1,4,4,Hypermarket,City 2,SEAA,Commune 2,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,5/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,Dressings,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Hypermarket,MT,2015
5P,Banner 20,1,4,4,Direct,City 2,SEAA,Commune 2,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,5/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,Dressings,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Direct Sales,MT,2015
5P,Banner 23,1,4,4,Drug,City 2,SEAA,Commune 2,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 2,5/15/2015,Customer 22 ABC,Outlet 23,LSW3,LSW4,Dressings,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Mainstream Drugstores,MT,2015
5P,Banner 26,0,3,4,MT,City 2,SEAA,Commune 2,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 2,5/15/2015,Customer 25 ABC,Outlet 26,LSW3,LSW4,Dressings,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Mass Merchandiser (non-grocery),MT,2015
5P,Banner 5,1,4,4,Supermarkets,City 2,SEAA,Commune 2,Category,Indonesia,Customer 4,Others,Others,DTRT 2,5/15/2015,Customer 4 ABC,Outlet 5,LSW3,LSW4,Dressings,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Large Supermarkets,MT,2015
5P,Banner 8,1,4,4,Supermarkets,City 2,SEAA,Commune 2,Category,Indonesia,Customer 7,Regional,Key Customer,DTRT 2,5/15/2015,Customer 7 ABC,Outlet 8,LSW3,LSW4,Dressings,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Small Supermarkets,MT,2015
5P,Banner 11,1,4,4,Discounters,City 2,SEAA,Commune 2,Category,Indonesia,Customer 10,Local,Key Customer,DTRT 2,5/15/2015,Customer 10 ABC,Outlet 11,LSW3,LSW4,Oral Care,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Discounters,MT,2015
5P,Banner 14,0,3,4,Club,City 2,SEAA,Commune 2,Category,Indonesia,Customer 13,Global,Key Customer,DTRT 2,5/15/2015,Customer 13 ABC,Outlet 14,LSW3,LSW4,Oral Care,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Club,MT,2015
5P,Banner 17,1,4,4,Direct,City 2,SEAA,Commune 2,Category,Indonesia,Customer 16,Others,Others,DTRT 2,5/15/2015,Customer 16 ABC,Outlet 17,LSW3,LSW4,Oral Care,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),E-Commerce,MT,2015
5P,Banner 2,1,4,4,Hypermarket,City 2,SEAA,Commune 2,Category,Indonesia,Customer 1,Global,Key Customer,DTRT 2,5/15/2015,Customer 1 ABC,Outlet 2,LSW3,LSW4,Oral Care,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Hypermarket,MT,2015
5P,Banner 20,1,4,4,Direct,City 2,SEAA,Commune 2,Category,Indonesia,Customer 19,Global,Key Customer,DTRT 2,6/15/2015,Customer 19 ABC,Outlet 20,LSW3,LSW4,Oral Care,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Direct Sales,MT,2015
5P,Banner 23,0,2,4,Drug,City 2,SEAA,Commune 2,Category,Indonesia,Customer 22,Regional,Key Customer,DTRT 2,6/15/2015,Customer 22 ABC,Outlet 23,LSW3,LSW4,Oral Care,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Mainstream Drugstores,MT,2015
5P,Banner 26,0,3,4,MT,City 2,SEAA,Commune 2,Category,Indonesia,Customer 25,Local,Key Customer,DTRT 2,6/15/2015,Customer 25 ABC,Outlet 26,LSW3,LSW4,Oral Care,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Mass Merchandiser (non-grocery),MT,2015
5P,Banner 5,1,4,4,Supermarkets,City 2,SEAA,Commune 2,Category,Indonesia,Customer 4,Others,Others,DTRT 2,6/15/2015,Customer 4 ABC,Outlet 5,LSW3,LSW4,Oral Care,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Large Supermarkets,MT,2015
5P,Banner 8,1,4,4,Supermarkets,City 2,SEAA,Commune 2,Category,Indonesia,Customer 7,Regional,Key Customer,DTRT 2,6/15/2015,Customer 7 ABC,Outlet 8,LSW3,LSW4,Oral Care,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Small Supermarkets,MT,2015
5P,Banner 29,1,4,4,Drug,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 28,Others,Others,DTRT 2,6/15/2015,(blank),Outlet 29,LSW33,LSW44,Outlet 29,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Perfumeries and Premium Beauty,DT,2015
5P,Banner 29,1,4,4,Drug,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 28,Others,Others,DTRT 2,6/15/2015,(blank),Outlet 29,LSW33,LSW44,Outlet 29,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Perfumeries and Premium Beauty,DT,2015
5P,Banner 29,1,4,4,Drug,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 28,Others,Others,DTRT 2,6/15/2015,(blank),Outlet 29,LSW33,LSW44,Outlet 29,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Perfumeries and Premium Beauty,DT,2015
5P,Banner 32,1,4,4,Drug,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,6/15/2015,(blank),Outlet 32,LSW33,LSW44,Outlet 32,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Beauty Pharmacy-Chemist,DT,2015
5P,Banner 32,1,4,4,Drug,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,6/15/2015,(blank),Outlet 32,LSW33,LSW44,Outlet 32,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Beauty Pharmacy-Chemist,DT,2015
5P,Banner 32,0,3,4,Drug,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 31,Regional,Key Customer,DTRT 2,6/15/2015,(blank),Outlet 32,LSW33,LSW44,Outlet 32,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Beauty Pharmacy-Chemist,DT,2015
5P,Banner 35,1,4,4,Small / Open Markets,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 34,Others,Others,DTRT 2,6/15/2015,(blank),Outlet 35,LSW33,LSW44,Outlet 35,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Mom & Pop,DT,2015
5P,Banner 35,0,3,4,Small / Open Markets,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 34,Others,Others,DTRT 2,7/15/2015,(blank),Outlet 35,LSW33,LSW44,Outlet 35,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Mom & Pop,DT,2015
5P,Banner 35,1,4,4,Small / Open Markets,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 34,Others,Others,DTRT 2,7/15/2015,(blank),Outlet 35,LSW33,LSW44,Outlet 35,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Mom & Pop,DT,2015
5P,Banner 38,1,4,4,Small / Open Markets,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 2,7/15/2015,(blank),Outlet 38,LSW33,LSW44,Outlet 38,12,MIX,Dressings,Foods,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Market Stalls,DT,2015
5P,Banner 38,1,4,4,Small / Open Markets,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 2,7/15/2015,(blank),Outlet 38,LSW33,LSW44,Outlet 38,12,MIX,Deodorants,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Market Stalls,DT,2015
5P,Banner 38,1,4,4,Small / Open Markets,City 2,SEAA,Commune 2,Outlet,Indonesia,Customer 37,Global,Key Customer,DTRT 2,7/15/2015,(blank),Outlet 38,LSW33,LSW44,Outlet 38,12,MIX,Oral Care,HPC,Province 2,South,Area 2,Reg 2,Route 2,Territory 2,St Area 2,Loc 2,(blank),Market Stalls,DT,2015
